所属階層１,所属階層２,所属階層３,所属階層４,所属階層５
中途採用事業本部,BPO推進室,SOグループ,LTチーム,エントリーユニット
立川支店,LMC管理本部（立川）,,,
佐賀支店,佐賀支店（マーケティング推進室）,SEOチーム,,
佐賀支店,佐賀支店（マーケティング推進室）,データチーム,,
佐賀支店,佐賀支店（マーケティング推進室）,SEOチーム,,
佐賀支店,佐賀支店（マーケティング推進室）,PRMチーム,,
佐賀支店,佐賀支店（マーケティング推進室）,SEOチーム,,
LW医療テック事業本部,医療テック事業部,顧客展開グループ,,
中途採用事業本部,HC事業企画部,事業推進グループ,CAアシスタントチーム,CAアシスタント第2新卒ユニット
佐賀支店,佐賀支店（プロジェクト推進室）,架電アシスタントグループ,営業推進Cチーム,
海外事業本部,人材事業推進部,,,
LW経営企画本部,経営企画部,BPO立川チーム,,
人事本部,人事採用部,新卒採用グループ,新卒アシスタントチーム,
スタッフィング事業本部,カスタマーサクセス推進室,CASカスタマーサポートチーム,,
レバテック株式会社,ITソリューション事業部,BPOグループ,現場推進チーム,運用RAユニット
レバテック株式会社,IT新卒紹介事業部,事業企画室,営業推進チーム,
佐賀支店,佐賀支店（マーケティング推進室）,データチーム,,
佐賀支店,佐賀支店（マーケティング推進室）,HTチーム,,
スタッフィング事業本部,カスタマーサクセス推進室,カスタマーセールスチーム,,
中途採用事業本部,BPO推進室,SOグループ,LTチーム,
スタッフィング事業本部,介護スタッフィング事業部,西日本グループ,大阪Bチーム,
佐賀支店,佐賀支店（マーケティング推進室）,HTチーム,,
スタッフィング事業本部,介護スタッフィング事業部,西日本グループ,兵庫チーム,
立川支店,LMC管理本部（立川）,,,
レバテック株式会社,ITソリューション事業部,,,
立川支店,LMC管理本部（立川）,,,
佐賀支店,佐賀支店（マーケティング推進室）,SEOチーム,,
佐賀支店,佐賀支店（マーケティング推進室）,SEOチーム,,
スタッフィング事業本部,看護スタッフィング事業部,東京グループ,東京Bチーム,
レバテック株式会社,ITソリューション事業部,ITS支店グループ,地方事業推進チーム,BPOユニット
佐賀支店,佐賀支店（マーケティング推進室）,データチーム,,
佐賀支店,佐賀支店（プロジェクト推進室）,情報処理アシスタントグループ,事業推進Eチーム,
佐賀支店,佐賀支店（マーケティング推進室）,データチーム,,
LW管理本部,LW管理部,派遣事業管理グループ,介護派遣管理チーム,
レバテック株式会社,シェアードサービス推進部,サービスオペレーショングループ,インサイドセールスチーム,コールオペレーションユニット
佐賀支店,佐賀支店（マーケティング推進室）,PRMチーム,,
立川支店,LMC管理本部（立川）,,,
佐賀支店,佐賀支店（マーケティング推進室）,PRMチーム,,
マーケティング部,プロダクト戦略室,メディアグロースグループ,ライターマネジメントチーム,LMCユニット
佐賀支店,佐賀支店（マーケティング推進室）,PRMチーム,,
佐賀支店,佐賀支店（マーケティング推進室）,PRMチーム,,
佐賀支店,佐賀支店（マーケティング推進室）,PRMチーム,,
システム本部,レバテック開発部,ITSプロダクト開発グループ,LTPリプレイスチーム,
マーケティング部,ブランドコミュニケーション室,プロモーショングループ,,
佐賀支店,佐賀支店（マーケティング推進室）,PRMチーム,,
佐賀支店,佐賀支店（マーケティング推進室）,求人チーム,,
LW医療テック事業本部,,,,
中途採用事業本部,BPO推進室,営業推進グループ,LTチーム,アシスタントユニット
立川支店,LMC管理本部（立川）,,,
エージェント第一事業本部,看護エージェント事業部,営業推進グループ,フォロワーチーム,
レバテック株式会社,ITソリューション事業部,BPOグループ,現場推進チーム,日程調整ユニット
レバテック株式会社,ITソリューション事業部,BPOグループ,現場推進チーム,運用RAユニット
立川支店,LMC管理本部（立川）,,,
海外事業本部,外国人人材紹介事業部,特定技能グループ,特定技能サポートチーム,
LW管理本部,LW管理部,派遣事業管理グループ,労務チーム,
エージェント第一事業本部,看護エージェント事業部,営業推進グループ,インターンチームC,
立川支店,LMC管理本部（立川）,,,
海外事業本部,外国人人材紹介事業部,高度人材グループ,高度人材セールスチーム,高度人材ISユニット
レバテック株式会社,シェアードサービス推進部,サービスオペレーショングループ,フリーランスチーム,インバウンドユニット
LW管理本部,LW管理部,派遣事業管理グループ,労務チーム,
佐賀支店,佐賀支店（プロジェクト推進室）,情報処理アシスタントグループ,事業推進Eチーム,
佐賀支店,佐賀支店（プロジェクト推進室）,情報処理アシスタントグループ,事業推進Eチーム,
立川支店,LMC管理本部（立川）,,,
佐賀支店,佐賀支店（マーケティング推進室）,PRMチーム,,
レバテック株式会社,ITメディア事業部,カスタマーサクセスグループ,カスタマーサポートチーム,
佐賀支店,佐賀支店（プロジェクト推進室）,架電アシスタントグループ,営業推進Bチーム,
